="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)"
="Pensions";="0.140";="0.408***";="-0.221**";="-0.073";="-0.004";="-0.156**"
="";="(0.096)";="(0.124)";="(0.110)";="(0.088)";="(0.010)";="(0.087)"
="Bandwidth";="7.86";="7.35";="9.54";="10.16";="9.36";="9.19"
="Mean (age < 0)";="0.77";="0.36";="0.42";="0.27";="0.01";="0.17"
="Mean (age > 0)";="0.88";="0.63";="0.24";="0.14";="0.00";="0.11"
="Observations";="9,206";="9,206";="9,206";="9,206";="9,206";="9,206"
="* p<0.10, ** p<0.05, *** p<0.01"
="Pensions";="-9.654**";="-2.100";="-0.099";="-6.565*"
="";="(4.194)";="(2.678)";="(0.578)";="(3.554)"
="Bandwidth";="8.02";="9.33";="7.27";="7.74"
="Mean (age < 0)";="11.52";="6.94";="0.25";="4.73"
="Mean (age > 0)";="5.12";="2.41";="0.08";="2.55"
="Observations";="9,206";="9,206";="9,206";="9,206"
="* p<0.10, ** p<0.05, *** p<0.01"
